Sirket	Urun	Tur Adi	Inc	Ram	Isletim Sistemi	Agirlik	Ekran	Ekran Genisligi	Ekran Yuksekligi	Dokunmatik Ekran	IPS Panel	Retina Ekran	Islemci Sirketi	Islemci Frekansi	Islemci Modeli	Birincil Depolama	Ikincil Depolama	Birincil Depolama Turu	Ikincil Depolama Turu	Grafik Karti Sirketi	Grafik Karti Modeli	Fiyat(TürkLirasi)
Dell	Latitude 5480	Notebook	14.0	8.0	Windows 10	1.6	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	0.0	SSD	No	Intel	HD Graphics 620 	41403.0
HP	EliteBook Folio	Netbook	12.5	8.0	Windows 10	0.97	Full HD	1920.0	1080.0	No	No	No	Intel	1.2	Core M 6Y75	512.0	0.0	SSD	No	Intel	HD Graphics 515	70596.0
HP	15-bs005nv (i3-6006U/4GB/1TB	Notebook	15.6	4.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	No	No	Intel	2.0	Core i3 6006U	128.0	1024.0	SSD	HDD	AMD	Radeon 520	18463.0
Lenovo	V110-15IAP (N3350/4GB/128GB/No	Notebook	15.6	4.0	No OS	1.9	Standard	1366.0	768.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	128.0	0.0	SSD	No	Intel	HD Graphics 500	10012.94
Lenovo	ThinkPad T560	Notebook	15.6	8.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	49913.0
Dell	Inspiron 5378	2 in 1 Convertible	13.3	8.0	Windows 10	1.68	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	32893.0
Asus	ZenBook UX310UA-FB485T	Notebook	13.3	8.0	Windows 10	1.4	Quad HD+	3200.0	1800.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	42550.0
HP	Spectre 13-V111dx	Ultrabook	13.3	8.0	Windows 10	1.11	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	49913.0
Acer	Aspire ES1-533	Notebook	15.6	4.0	Windows 10	2.4	Standard	1366.0	768.0	No	No	No	Intel	1.1	Pentium Quad Core N4200	500.0	0.0	HDD	No	Intel	HD Graphics 505	14060.0
Asus	Rog GL553VE-DS74	Gaming	15.6	16.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050 Ti	66563.0
HP	EliteBook 840	Ultrabook	14.0	8.0	Windows 10	1.48	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	77293.0
Acer	Nitro 5	Gaming	15.6	8.0	Windows 10	2.7	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	46620.0
HP	ENVY -	Notebook	13.3	8.0	Windows 10	1.34	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	43993.0
Dell	Vostro 3568	Notebook	15.6	4.0	Windows 10	2.18	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i3 7100U	128.0	0.0	SSD	No	Intel	HD Graphics 620	20239.0
HP	Probook 440	Notebook	14.0	4.0	Windows 10	1.64	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	28823.0
Toshiba	Portege Z30-C-16H	Notebook	13.3	4.0	Windows 10	1.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	128.0	0.0	SSD	No	Intel	HD Graphics 520	44215.0
HP	EliteBook 840	Notebook	14.0	4.0	Windows 10	1.48	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i5 6300U	256.0	0.0	SSD	No	Intel	HD Graphics 520	40699.63
HP	ProBook 640	Notebook	14.0	4.0	Windows 10	1.95	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	44585.0
HP	EliteBook 1040	Ultrabook	14.0	8.0	Windows 7	1.43	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6600U	256.0	0.0	SSD	No	Intel	HD Graphics 520	53613.0
HP	ProBook 440	Notebook	14.0	8.0	Windows 10	1.64	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Nvidia	GeForce 930MX	38822.62
HP	Probook 440	Notebook	14.0	4.0	Windows 10	1.64	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i3 7100U	500.0	0.0	HDD	No	Intel	HD Graphics 620	25308.0
Dell	Inspiron 7567	Gaming	15.6	8.0	Windows 10	2.65	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	1024.0	0.0	Hybrid	No	Nvidia	GeForce GTX 1050	35113.0
HP	EliteBook 820	Ultrabook	12.5	4.0	Windows 10	1.26	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	56943.0
HP	Elitebook 840	Notebook	14.0	4.0	Windows 10	1.48	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	58830.0
HP	EliteBook 840	Ultrabook	14.0	8.0	Windows 10	1.54	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	69826.77
HP	Probook 430	Notebook	13.3	4.0	Windows 10	1.49	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i3 7100U	500.0	0.0	HDD	No	Intel	HD Graphics 620	29600.0
Toshiba	Portege A30-C-1CZ	Notebook	13.3	8.0	Windows 10	1.5	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	44770.0
HP	ProBook 450	Notebook	15.6	4.0	Windows 10	2.04	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i3 7100U	256.0	0.0	SSD	No	Intel	HD Graphics 620	28489.63
Lenovo	ThinkPad P70	Notebook	17.3	16.0	Windows 7	2.4	4K Ultra HD	3840.0	2160.0	No	Yes	No	Intel	2.7	Core i7 6820HQ	512.0	0.0	SSD	No	Nvidia	Quadro 3000M	109816.0
Toshiba	Tecra Z40-C-12Z	Notebook	14.0	8.0	Windows 10	1.47	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	55130.0
HP	EliteBook 1040	Notebook	14.0	8.0	Windows 10	1.43	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	82473.0
Dell	Inspiron 5568	2 in 1 Convertible	15.6	4.0	Windows 10	2.08	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.3	Core i3 6100U	1024.0	0.0	HDD	No	Intel	HD Graphics 520	29451.63
Toshiba	Portégé Z30-C-16K	Ultrabook	13.3	8.0	Windows 10	1.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	58830.0
HP	Spectre 13-V100nv	Notebook	13.3	8.0	Windows 10	1.11	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	42513.0
HP	ProBook 440	Notebook	14.0	8.0	Windows 10	1.64	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Nvidia	GeForce 930MX	43860.91
Dell	Latitude E5570	Notebook	15.6	8.0	Windows 10	2.09	Full HD	1920.0	1080.0	No	No	No	Intel	2.4	Core i5 6300U	500.0	0.0	HDD	No	Intel	HD Graphics 520	38718.28
HP	Elitebook 820	Ultrabook	12.5	4.0	Windows 10	1.26	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	57683.0
HP	ProBook 650	Notebook	14.0	4.0	Windows 10	2.31	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	43993.0
HP	ProBook 640	Notebook	14.0	4.0	Windows 10	1.95	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	39220.0
Dell	XPS 13	Ultrabook	13.3	8.0	Windows 10	1.29	Quad HD+	3200.0	1800.0	Yes	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	60088.0
HP	Probook 470	Notebook	17.3	8.0	Windows 10	2.63	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Nvidia	GeForce 930MX	39960.0
HP	ProBook 440	Notebook	14.0	4.0	Windows 10	1.64	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	36001.0
Acer	Aspire 3	Notebook	15.6	6.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	AMD	3.0	A9-Series 9420	1024.0	0.0	HDD	No	AMD	Radeon R5	15133.0
MSI	GL72M 7RDX	Gaming	17.3	8.0	Windows 10	2.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	44096.6
HP	Probook 640	Notebook	14.0	8.0	Windows 7	1.95	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	44215.0
HP	EliteBook 850	Notebook	15.6	8.0	Windows 10	1.84	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	45472.63
HP	EliteBook 820	Ultrabook	12.5	8.0	Windows 10	1.26	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	49913.0
HP	ProBook 450	Notebook	15.6	4.0	Windows 10	2.04	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	27454.0
Toshiba	Tecra Z40-C-136	Ultrabook	14.0	8.0	Windows 10	1.47	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6600U	256.0	0.0	SSD	No	Intel	HD Graphics 520	63825.0
Dell	Latitude E5570	Notebook	15.6	8.0	Windows 7	2.09	Full HD	1920.0	1080.0	No	No	No	Intel	2.4	Core i5 6300U	256.0	0.0	SSD	No	Intel	HD Graphics 520	39329.15
HP	ProBook 440	Notebook	14.0	8.0	Windows 10	1.64	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	37388.87
Lenovo	Yoga 500-15ISK	2 in 1 Convertible	15.6	4.0	Windows 10	1.8	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	31339.0
Vero	V142 (X5-Z8350/2GB/32GB/W10)	Notebook	14.0	2.0	Windows 10	1.45	Standard	1366.0	768.0	No	No	No	Intel	1.44	Atom X5-Z8350	32.0	0.0	Flash Storage	No	Intel	HD Graphics 400	7799.6
Toshiba	Tecra A50-C-218	Notebook	15.6	16.0	Windows 10	2.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Nvidia	GeForce 930M	52725.0
Lenovo	Thinkpad L560	Notebook	15.6	8.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	38835.2
HP	EliteBook 840	Notebook	14.0	4.0	Windows 10	1.54	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	37000.0
HP	EliteBook 850	Notebook	15.6	8.0	Windows 10	1.84	Full HD	1920.0	1080.0	No	No	No	Intel	2.4	Core i5 6300U	256.0	500.0	SSD	HDD	Intel	HD Graphics 520	77823.58
HP	EliteBook 1040	Notebook	14.0	8.0	Windows 7	1.43	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	54353.0
MSI	GT72S Dominator	Gaming	17.3	16.0	Windows 10	3.78	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 6820HK	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 980M	57188.68
Lenovo	IdeaPad Y900-17ISK	Gaming	17.3	16.0	Windows 10	4.6	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 980M	84729.62999999999
Asus	Chromebook C202SA	Netbook	11.6	4.0	Chrome OS	1.2	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3060	16.0	0.0	Flash Storage	No	Intel	HD Graphics 400	10652.3
Lenovo	ThinkPad X1	Notebook	14.0	16.0	Windows 7	1.1	Standard	2560.0	1440.0	No	Yes	No	Intel	2.6	Core i7 6600U	256.0	0.0	SSD	No	Intel	HD Graphics 520	96940.0
HP	Noteb Pav	Notebook	15.6	8.0	Windows 10	1.91	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	Nvidia	GeForce 940MX	36223.0
Dell	Inspiron 5578	2 in 1 Convertible	15.6	8.0	Windows 10	2.3	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.7	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	40478.0
HP	ProBook 450	Notebook	15.6	4.0	Windows 10	2.04	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	36223.0
Dell	XPS 13	Ultrabook	13.3	16.0	Windows 10	1.2	Quad HD+	3200.0	1800.0	Yes	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	SSD	No	Intel	HD Graphics 620	83398.0
HP	ProBook 650	Notebook	15.6	4.0	Windows 10	2.31	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i3 6100U	500.0	0.0	HDD	No	Intel	HD Graphics 520	26090.55
HP	250 G5	Notebook	15.6	4.0	No OS	1.96	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	18463.0
Acer	Aspire ES1-523	Notebook	15.6	8.0	Windows 10	2.4	Standard	1366.0	768.0	No	No	No	AMD	2.2	A8-Series 7410	1024.0	0.0	HDD	No	AMD	Radeon R5	16613.0
Dell	Inspiron 7378	2 in 1 Convertible	13.3	12.0	Windows 10	1.6	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	48063.0
MSI	GT62VR 6RD	Gaming	15.6	16.0	Windows 10	2.94	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	67303.0
HP	ProBook 450	Notebook	15.6	8.0	Windows 10	2.04	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	39590.0
Asus	Rog G752VL-GC088D	Gaming	17.3	16.0	No OS	4.0	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 965M	36926.0
Dell	Inspiron 3567	Notebook	15.6	4.0	Windows 10	2.25	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Intel	HD Graphics	20683.0
Dell	Inspiron 5567	Notebook	15.6	16.0	Windows 10	2.32	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	2048.0	0.0	HDD	No	AMD	Radeon R7 M445	36629.63
MSI	GS63VR 6RF	Gaming	15.6	16.0	Windows 10	1.8	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	71373.0
Dell	XPS 13	Ultrabook	13.3	8.0	Windows 10	1.29	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	53946.0
Asus	ROG G701VO	Gaming	17.3	64.0	Windows 10	3.58	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 6820HK	1024.0	0.0	SSD	No	Nvidia	GeForce GTX 980 	147075.0
Dell	Inspiron 5368	2 in 1 Convertible	13.3	8.0	Windows 10	1.62	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	29526.37
Dell	Alienware 15	Gaming	15.6	16.0	Windows 10	3.21	4K Ultra HD	3840.0	2160.0	No	No	No	Intel	2.6	Core i7 6700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 970M	49173.0
"Apple,""MacBook 12"""""",Ultrabook,12.0,8,Mac OS X,0.92,1300.0,Standard,2304,1440,No,Yes,Yes,Intel,1.1,Core M,256,0,Flash Storage,No,Intel,HD Graphics 515"																						
Dell	Latitude 3570	Notebook	15.6	4.0	Windows 10	2.06	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i3 6100U	500.0	0.0	HDD	No	Intel	HD Graphics 520	17833.260000000002
HP	ProBook 650	Notebook	15.6	4.0	Windows 10	2.31	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	44363.0
HP	EliteBook 820	Ultrabook	12.5	8.0	Windows 7	1.26	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	44363.0
HP	ProBook 430	Notebook	13.3	8.0	Windows 10	1.49	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	40330.0
Lenovo	ThinkPad Yoga	Ultrabook	12.5	8.0	Windows 10	1.3	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	63399.13
Lenovo	IdeaPad 300-17ISK	Notebook	17.3	8.0	Windows 10	3.0	Standard	1600.0	900.0	No	No	No	Intel	2.3	Core i5 6200U	1024.0	0.0	HDD	No	AMD	Radeon R5 M330	24383.0
Lenovo	Ideapad 700-15ISK	Notebook	15.6	4.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.3	Core i5 6300HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 950M	36149.0
MSI	GT72VR Dominator	Gaming	17.3	16.0	Windows 10	3.78	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	92463.0
Lenovo	V110-15ISK (i5-6200U/4GB/500GB/W10)	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	19980.0
HP	Probook 650	Notebook	15.6	4.0	Windows 7	2.31	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	34780.0
Lenovo	Yoga 900S-12ISK	Ultrabook	12.5	8.0	Windows 10	0.99	Standard	2560.0	1440.0	Yes	Yes	No	Intel	1.2	Core M 6Y75	512.0	0.0	SSD	No	Intel	HD Graphics 515	51763.0
Lenovo	IdeaPad Y900-17ISK	Gaming	17.3	32.0	Windows 10	4.6	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 6820HK	512.0	1024.0	SSD	Hybrid	Nvidia	GeForce GTX 980M	119880.0
Lenovo	Yoga Book	2 in 1 Convertible	10.1	4.0	Windows 10	0.69	Standard	1920.0	1200.0	Yes	Yes	No	Intel	1.44	Atom x5-Z8550	64.0	0.0	Flash Storage	No	Intel	HD Graphics 400	23911.989999999998
HP	Spectre x360	Ultrabook	13.3	16.0	Windows 10	1.3	4K Ultra HD	3840.0	2160.0	No	Yes	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	75813.0
Dell	Vostro 3568	Notebook	15.6	8.0	Windows 10	2.18	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	27750.0
HP	EliteBook 840	Notebook	14.0	4.0	Windows 7	1.54	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	38146.63
HP	ZBook 15u	Workstation	15.6	8.0	Windows 7	1.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	AMD	FirePro W4190M	55315.0
Lenovo	ThinkPad T460	Notebook	14.0	8.0	Windows 7	1.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	180.0	0.0	SSD	No	Intel	HD Graphics 520	44363.0
HP	Chromebook 13	Notebook	13.3	4.0	Chrome OS	1.29	Quad HD+	3200.0	1800.0	No	No	No	Intel	1.5	Pentium Dual Core 4405Y	32.0	0.0	Flash Storage	No	Intel	HD Graphics 515	22755.0
Acer	Aspire ES1-523	Notebook	15.6	4.0	Windows 10	2.4	Standard	1366.0	768.0	No	No	No	AMD	2.2	A8-Series 7410	500.0	0.0	HDD	No	AMD	Radeon R5	14319.0
Dell	Inspiron 3552	Notebook	15.6	4.0	Linux	2.2	Standard	1366.0	768.0	No	No	No	Intel	1.6	Pentium Quad Core N3700	500.0	0.0	HDD	No	Intel	HD Graphics	14559.130000000001
HP	250 G6	Notebook	15.6	4.0	No OS	1.86	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	Intel	HD Graphics 520	12801.630000000001
Asus	Rog GL702VM-GC354T	Gaming	17.3	8.0	Windows 10	2.7	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	59163.0
Dell	Inspiron 5370	Ultrabook	13.3	4.0	Windows 10	1.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	AMD	Radeon 530	30278.95
HP	Elitebook 820	Netbook	12.5	4.0	Windows 7	2.4	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	128.0	0.0	SSD	No	Intel	HD Graphics 520	59163.0
Acer	Aspire F5-573G	Notebook	15.6	8.0	Windows 10	2.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 950M	29563.0
Dell	Inspiron 5567	Notebook	15.6	8.0	Windows 10	2.36	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	AMD	Radeon R7 M445	23635.6
MSI	GS70 Stealth	Gaming	17.3	8.0	Windows 10	2.6	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 965M	59163.0
HP	250 G5	Notebook	15.6	4.0	Windows 10	1.96	Standard	1366.0	768.0	No	No	No	Intel	1.6	Pentium Quad Core N3710	1024.0	0.0	HDD	No	Intel	HD Graphics 405	18500.0
Asus	G752VY-GC162T (i7-6700HQ/16GB/1TB	Gaming	17.3	16.0	Windows 10	4.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 980M	85063.0
Dell	Latitude E5270	Ultrabook	12.5	4.0	Windows 7	1.5	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i3 6100U	500.0	0.0	HDD	No	Intel	HD Graphics 520	42000.55
Dell	Latitude E5270	Ultrabook	12.5	4.0	Windows 7	1.5	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i3 6100U	128.0	0.0	SSD	No	Intel	HD Graphics 520	43177.89
Acer	Chromebook 15	Notebook	15.6	4.0	Chrome OS	2.2	Standard	1366.0	768.0	No	No	No	Intel	1.5	Celeron Dual Core 3205U	16.0	0.0	SSD	No	Intel	HD Graphics	7733.0
HP	ZBook 17	Workstation	17.3	8.0	Windows 7	3.0	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	1024.0	0.0	HDD	No	AMD	FirePro W6150M	107263.0
Lenovo	Legion Y520-15IKBN	Gaming	15.6	16.0	Windows 10	2.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	512.0	0.0	SSD	No	Nvidia	GeForce GTX 1050 Ti	44363.0
Dell	Latitude E5270	Ultrabook	12.5	8.0	Windows 7	1.5	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	52284.7
MSI	GE72 Apache	Gaming	17.3	8.0	Windows 10	2.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 960M	55914.03
Lenovo	Yoga 500-15ISK	2 in 1 Convertible	15.6	4.0	Windows 10	2.1	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	32079.0
HP	15-bw011nv (A6-9220/4GB/1TB/FHD/W10)	Notebook	15.6	4.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	No	No	AMD	2.5	A6-Series 9220	1024.0	0.0	HDD	No	AMD	Radeon R4	14726.0
Asus	Rog GL552VW-CN470T	Gaming	15.6	16.0	Windows 10	2.59	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 960M	49543.0
HP	EliteBook 1030	Notebook	13.3	8.0	Windows 10	1.16	Quad HD+	3200.0	1800.0	Yes	No	No	Intel	1.1	Core M 6Y54	256.0	0.0	SSD	No	Intel	HD Graphics 515	62863.0
Dell	Vostro 3559	Notebook	15.6	4.0	Windows 7	2.24	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	AMD	Radeon R5 M315	28458.55
Lenovo	V110-15ISK (i3-6006U/4GB/128GB/W10)	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	128.0	0.0	SSD	No	Intel	HD Graphics 520	15873.0
HP	Spectre Pro	Ultrabook	13.3	8.0	Windows 10	1.16	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	512.0	0.0	SSD	No	Intel	HD Graphics 520	72853.0
